"simulation_id","seed","dgp","cv_method","split_id","train_n","validation_n","train_time_min","train_time_max","validation_time_min","validation_time_max","validation_contiguous","uses_future_training","h","removed_time_min","removed_time_max"
162,20422916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
162,20422916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
162,20422916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
163,20423916,"MA(1)","kfold",1,123,31,31,184,32,183,FALSE,TRUE,NA,NA,NA
163,20423916,"MA(1)","kfold",2,123,31,31,184,37,176,FALSE,TRUE,NA,NA,NA
163,20423916,"MA(1)","kfold",3,123,31,32,184,31,181,FALSE,TRUE,NA,NA,NA
163,20423916,"MA(1)","kfold",4,123,31,31,183,39,184,FALSE,TRUE,NA,NA,NA
163,20423916,"MA(1)","kfold",5,124,30,31,184,33,180,FALSE,TRUE,NA,NA,NA
163,20423916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
163,20423916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
163,20423916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
163,20423916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
163,20423916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
163,20423916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
163,20423916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
163,20423916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
163,20423916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
163,20423916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
163,20423916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
163,20423916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
163,20423916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
163,20423916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
163,20423916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
164,20424916,"MA(1)","kfold",1,123,31,31,184,33,182,FALSE,TRUE,NA,NA,NA
164,20424916,"MA(1)","kfold",2,123,31,31,183,32,184,FALSE,TRUE,NA,NA,NA
164,20424916,"MA(1)","kfold",3,123,31,32,184,31,178,FALSE,TRUE,NA,NA,NA
164,20424916,"MA(1)","kfold",4,123,31,31,184,34,181,FALSE,TRUE,NA,NA,NA
164,20424916,"MA(1)","kfold",5,124,30,31,184,35,183,FALSE,TRUE,NA,NA,NA
164,20424916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
164,20424916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
164,20424916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
164,20424916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
164,20424916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
164,20424916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
164,20424916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
164,20424916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
164,20424916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
164,20424916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
164,20424916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
164,20424916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
164,20424916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
164,20424916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
164,20424916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
165,20425916,"MA(1)","kfold",1,123,31,31,184,34,181,FALSE,TRUE,NA,NA,NA
165,20425916,"MA(1)","kfold",2,123,31,31,182,33,184,FALSE,TRUE,NA,NA,NA
165,20425916,"MA(1)","kfold",3,123,31,33,184,31,178,FALSE,TRUE,NA,NA,NA
165,20425916,"MA(1)","kfold",4,123,31,31,184,56,179,FALSE,TRUE,NA,NA,NA
165,20425916,"MA(1)","kfold",5,124,30,31,184,36,182,FALSE,TRUE,NA,NA,NA
165,20425916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
165,20425916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
165,20425916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
165,20425916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
165,20425916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
165,20425916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
165,20425916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
165,20425916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
165,20425916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
165,20425916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
165,20425916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
165,20425916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
165,20425916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
165,20425916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
165,20425916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
166,20426916,"MA(1)","kfold",1,123,31,32,184,31,181,FALSE,TRUE,NA,NA,NA
166,20426916,"MA(1)","kfold",2,123,31,31,184,43,183,FALSE,TRUE,NA,NA,NA
166,20426916,"MA(1)","kfold",3,123,31,31,184,32,175,FALSE,TRUE,NA,NA,NA
166,20426916,"MA(1)","kfold",4,123,31,31,183,34,184,FALSE,TRUE,NA,NA,NA
166,20426916,"MA(1)","kfold",5,124,30,31,184,33,180,FALSE,TRUE,NA,NA,NA
166,20426916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
166,20426916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
166,20426916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
166,20426916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
166,20426916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
166,20426916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
166,20426916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
166,20426916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
166,20426916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
166,20426916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
166,20426916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
166,20426916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
166,20426916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
166,20426916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
166,20426916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
167,20427916,"MA(1)","kfold",1,123,31,32,184,31,179,FALSE,TRUE,NA,NA,NA
167,20427916,"MA(1)","kfold",2,123,31,31,184,33,182,FALSE,TRUE,NA,NA,NA
167,20427916,"MA(1)","kfold",3,123,31,31,184,35,183,FALSE,TRUE,NA,NA,NA
167,20427916,"MA(1)","kfold",4,123,31,31,183,32,184,FALSE,TRUE,NA,NA,NA
167,20427916,"MA(1)","kfold",5,124,30,31,184,37,181,FALSE,TRUE,NA,NA,NA
167,20427916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
167,20427916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
167,20427916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
167,20427916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
167,20427916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
167,20427916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
167,20427916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
167,20427916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
167,20427916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
167,20427916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
167,20427916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
167,20427916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
167,20427916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
167,20427916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
167,20427916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
168,20428916,"MA(1)","kfold",1,123,31,31,184,36,175,FALSE,TRUE,NA,NA,NA
168,20428916,"MA(1)","kfold",2,123,31,31,184,35,183,FALSE,TRUE,NA,NA,NA
168,20428916,"MA(1)","kfold",3,123,31,31,184,34,182,FALSE,TRUE,NA,NA,NA
168,20428916,"MA(1)","kfold",4,123,31,31,184,45,179,FALSE,TRUE,NA,NA,NA
168,20428916,"MA(1)","kfold",5,124,30,34,183,31,184,FALSE,TRUE,NA,NA,NA
168,20428916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
168,20428916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
168,20428916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
168,20428916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
168,20428916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
168,20428916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
168,20428916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
168,20428916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
168,20428916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
168,20428916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
168,20428916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
168,20428916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
168,20428916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
168,20428916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
168,20428916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
169,20429916,"MA(1)","kfold",1,123,31,31,184,32,180,FALSE,TRUE,NA,NA,NA
169,20429916,"MA(1)","kfold",2,123,31,31,184,36,182,FALSE,TRUE,NA,NA,NA
169,20429916,"MA(1)","kfold",3,123,31,31,183,35,184,FALSE,TRUE,NA,NA,NA
169,20429916,"MA(1)","kfold",4,123,31,32,184,31,183,FALSE,TRUE,NA,NA,NA
169,20429916,"MA(1)","kfold",5,124,30,31,184,33,170,FALSE,TRUE,NA,NA,NA
169,20429916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
169,20429916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
169,20429916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
169,20429916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
169,20429916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
169,20429916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
169,20429916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
169,20429916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
169,20429916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
169,20429916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
169,20429916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
169,20429916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
169,20429916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
169,20429916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
169,20429916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
170,20430916,"MA(1)","kfold",1,123,31,31,184,38,182,FALSE,TRUE,NA,NA,NA
170,20430916,"MA(1)","kfold",2,123,31,32,184,31,179,FALSE,TRUE,NA,NA,NA
170,20430916,"MA(1)","kfold",3,123,31,31,184,32,155,FALSE,TRUE,NA,NA,NA
170,20430916,"MA(1)","kfold",4,123,31,31,183,34,184,FALSE,TRUE,NA,NA,NA
170,20430916,"MA(1)","kfold",5,124,30,31,184,57,183,FALSE,TRUE,NA,NA,NA
170,20430916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
170,20430916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
170,20430916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
170,20430916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
170,20430916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
170,20430916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
170,20430916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
170,20430916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
170,20430916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
170,20430916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
170,20430916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
170,20430916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
170,20430916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
170,20430916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
170,20430916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
171,20431916,"MA(1)","kfold",1,123,31,31,184,41,181,FALSE,TRUE,NA,NA,NA
171,20431916,"MA(1)","kfold",2,123,31,31,184,40,174,FALSE,TRUE,NA,NA,NA
171,20431916,"MA(1)","kfold",3,123,31,35,184,31,180,FALSE,TRUE,NA,NA,NA
171,20431916,"MA(1)","kfold",4,123,31,31,184,35,183,FALSE,TRUE,NA,NA,NA
171,20431916,"MA(1)","kfold",5,124,30,31,183,37,184,FALSE,TRUE,NA,NA,NA
171,20431916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
171,20431916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
171,20431916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
171,20431916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
171,20431916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
171,20431916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
171,20431916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
171,20431916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
171,20431916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
171,20431916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
171,20431916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
171,20431916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
171,20431916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
171,20431916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
171,20431916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
172,20432916,"MA(1)","kfold",1,123,31,32,184,31,183,FALSE,TRUE,NA,NA,NA
172,20432916,"MA(1)","kfold",2,123,31,31,183,34,184,FALSE,TRUE,NA,NA,NA
172,20432916,"MA(1)","kfold",3,123,31,31,184,32,179,FALSE,TRUE,NA,NA,NA
172,20432916,"MA(1)","kfold",4,123,31,31,184,39,181,FALSE,TRUE,NA,NA,NA
172,20432916,"MA(1)","kfold",5,124,30,31,184,41,180,FALSE,TRUE,NA,NA,NA
172,20432916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
172,20432916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
172,20432916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
172,20432916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
172,20432916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
172,20432916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
172,20432916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
172,20432916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
172,20432916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
172,20432916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
172,20432916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
172,20432916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
172,20432916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
172,20432916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
172,20432916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
173,20433916,"MA(1)","kfold",1,123,31,31,184,46,182,FALSE,TRUE,NA,NA,NA
173,20433916,"MA(1)","kfold",2,123,31,31,184,33,177,FALSE,TRUE,NA,NA,NA
173,20433916,"MA(1)","kfold",3,123,31,31,184,32,180,FALSE,TRUE,NA,NA,NA
173,20433916,"MA(1)","kfold",4,123,31,31,182,39,184,FALSE,TRUE,NA,NA,NA
173,20433916,"MA(1)","kfold",5,124,30,32,184,31,178,FALSE,TRUE,NA,NA,NA
173,20433916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
173,20433916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
173,20433916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
173,20433916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
173,20433916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
173,20433916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
173,20433916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
173,20433916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
173,20433916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
173,20433916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
173,20433916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
173,20433916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
173,20433916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
173,20433916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
173,20433916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
174,20434916,"MA(1)","kfold",1,123,31,31,184,38,180,FALSE,TRUE,NA,NA,NA
174,20434916,"MA(1)","kfold",2,123,31,31,184,35,174,FALSE,TRUE,NA,NA,NA
174,20434916,"MA(1)","kfold",3,123,31,31,184,32,183,FALSE,TRUE,NA,NA,NA
174,20434916,"MA(1)","kfold",4,123,31,31,183,33,184,FALSE,TRUE,NA,NA,NA
174,20434916,"MA(1)","kfold",5,124,30,32,184,31,182,FALSE,TRUE,NA,NA,NA
174,20434916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
174,20434916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
174,20434916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
174,20434916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
174,20434916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
174,20434916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
174,20434916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
174,20434916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
174,20434916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
174,20434916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
174,20434916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
174,20434916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
174,20434916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
174,20434916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
174,20434916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
175,20435916,"MA(1)","kfold",1,123,31,31,184,32,181,FALSE,TRUE,NA,NA,NA
175,20435916,"MA(1)","kfold",2,123,31,31,181,48,184,FALSE,TRUE,NA,NA,NA
175,20435916,"MA(1)","kfold",3,123,31,31,184,38,180,FALSE,TRUE,NA,NA,NA
175,20435916,"MA(1)","kfold",4,123,31,32,184,31,178,FALSE,TRUE,NA,NA,NA
175,20435916,"MA(1)","kfold",5,124,30,31,184,39,169,FALSE,TRUE,NA,NA,NA
175,20435916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
175,20435916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
175,20435916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
175,20435916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
175,20435916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
175,20435916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
175,20435916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
175,20435916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
175,20435916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
175,20435916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
175,20435916,"MA(1)","rolling_origin",1,77,16,31,107,108,123,TRUE,FALSE,NA,NA,NA
175,20435916,"MA(1)","rolling_origin",2,93,16,31,123,124,139,TRUE,FALSE,NA,NA,NA
175,20435916,"MA(1)","rolling_origin",3,109,16,31,139,140,155,TRUE,FALSE,NA,NA,NA
175,20435916,"MA(1)","rolling_origin",4,125,16,31,155,156,171,TRUE,FALSE,NA,NA,NA
175,20435916,"MA(1)","rolling_origin",5,141,13,31,171,172,184,TRUE,FALSE,NA,NA,NA
176,20436916,"MA(1)","kfold",1,123,31,31,182,36,184,FALSE,TRUE,NA,NA,NA
176,20436916,"MA(1)","kfold",2,123,31,31,184,33,178,FALSE,TRUE,NA,NA,NA
176,20436916,"MA(1)","kfold",3,123,31,32,184,31,179,FALSE,TRUE,NA,NA,NA
176,20436916,"MA(1)","kfold",4,123,31,31,184,35,181,FALSE,TRUE,NA,NA,NA
176,20436916,"MA(1)","kfold",5,124,30,31,184,32,182,FALSE,TRUE,NA,NA,NA
176,20436916,"MA(1)","blocked",1,123,31,62,184,31,61,TRUE,TRUE,NA,NA,NA
176,20436916,"MA(1)","blocked",2,123,31,31,184,62,92,TRUE,TRUE,NA,NA,NA
176,20436916,"MA(1)","blocked",3,123,31,31,184,93,123,TRUE,TRUE,NA,NA,NA
176,20436916,"MA(1)","blocked",4,123,31,31,184,124,154,TRUE,TRUE,NA,NA,NA
176,20436916,"MA(1)","blocked",5,124,30,31,154,155,184,TRUE,FALSE,NA,NA,NA
176,20436916,"MA(1)","hblock",1,118,31,67,184,31,61,TRUE,TRUE,5,31,66
176,20436916,"MA(1)","hblock",2,113,31,31,184,62,92,TRUE,TRUE,5,57,97
176,20436916,"MA(1)","hblock",3,113,31,31,184,93,123,TRUE,TRUE,5,88,128
176,20436916,"MA(1)","hblock",4,113,31,31,184,124,154,TRUE,TRUE,5,119,159
176,20436916,"MA(1)","hblock",5,119,30,31,149,155,184,TRUE,FALSE,5,150,184
