"sim_id","dgp","cv_method","selected_model","cv_error","test_error","bias"
51,"AR(1)","kfold","LM-lag1",0.945082945328684,0.915979985423556,0.0291029599051275
51,"AR(1)","loocv","LM-lag1",0.94444736219903,0.915979985423556,0.0284673767754738
51,"AR(1)","rolling_origin","LM-lag1",0.750921445011612,0.915979985423556,-0.165058540411945
51,"AR(1)","blocked","LM-lag1",0.941010856953165,0.915979985423556,0.025030871529609
51,"AR(1)","hblock","LM-lag1",0.943166905056146,0.915979985423556,0.0271869196325899
52,"AR(1)","kfold","LM-lag1",0.941425758217236,0.988687170930522,-0.0472614127132863
52,"AR(1)","loocv","LM-lag1",0.94391797254032,0.988687170930522,-0.044769198390202
52,"AR(1)","rolling_origin","LM-lag1",0.615030878526207,0.988687170930522,-0.373656292404315
52,"AR(1)","blocked","LM-lag1",0.948251062648539,0.988687170930522,-0.0404361082819833
52,"AR(1)","hblock","LM-lag1",0.944693069487201,0.988687170930522,-0.0439941014433206
53,"AR(1)","kfold","LM-lag1",0.996482591491965,0.97811748651065,0.0183651049813142
53,"AR(1)","loocv","LM-lag1",0.994781160322867,0.97811748651065,0.0166636738122169
53,"AR(1)","rolling_origin","LM-lag5",0.896179966552831,0.997181915277485,-0.101001948724654
53,"AR(1)","blocked","LM-lag1",1.01606875746373,0.97811748651065,0.0379512709530757
53,"AR(1)","hblock","LM-lag1",0.994702732463718,0.97811748651065,0.0165852459530673
54,"AR(1)","kfold","LM-lag1",1.04549077549544,0.988882572449827,0.0566082030456144
54,"AR(1)","loocv","LM-lag1",1.0433270810959,0.988882572449827,0.054444508646072
54,"AR(1)","rolling_origin","LM-lag5",0.985148007985913,0.98105018598486,0.00409782200105291
54,"AR(1)","blocked","LM-lag1",1.03448277067051,0.988882572449827,0.0456001982206872
54,"AR(1)","hblock","LM-lag1",1.04052924474315,0.988882572449827,0.051646672293327
55,"AR(1)","kfold","LM-lag1",0.997710590409056,1.06229905602629,-0.064588465617233
55,"AR(1)","loocv","LM-lag1",0.997126161355446,1.06229905602629,-0.0651728946708431
55,"AR(1)","rolling_origin","LM-lag1",0.933842930940767,1.06229905602629,-0.128456125085522
55,"AR(1)","blocked","LM-lag5",0.987120328309888,1.09420881048532,-0.107088482175433
55,"AR(1)","hblock","LM-lag1",0.993512997227967,1.06229905602629,-0.0687860587983222
56,"AR(1)","kfold","LM-lag1",0.949972891621032,0.963122304609422,-0.0131494129883901
56,"AR(1)","loocv","LM-lag1",0.942104910804761,0.963122304609422,-0.0210173938046615
56,"AR(1)","rolling_origin","LM-lag1",0.779712448799001,0.963122304609422,-0.183409855810421
56,"AR(1)","blocked","LM-lag1",0.941058121049112,0.963122304609422,-0.0220641835603097
56,"AR(1)","hblock","LM-lag1",0.942875428871418,0.963122304609422,-0.0202468757380044
57,"AR(1)","kfold","LM-lag1",1.09318490840142,1.13266800465128,-0.039483096249854
57,"AR(1)","loocv","LM-lag1",1.09006307928165,1.13266800465128,-0.0426049253696235
57,"AR(1)","rolling_origin","LM-lag1",1.28382538439022,1.13266800465128,0.151157379738939
57,"AR(1)","blocked","LM-lag1",1.08129004161319,1.13266800465128,-0.0513779630380844
57,"AR(1)","hblock","LM-lag1",1.08549835919551,1.13266800465128,-0.0471696454557706
58,"AR(1)","kfold","LM-lag1",0.950795802944929,0.965364204433442,-0.0145684014885121
58,"AR(1)","loocv","LM-lag1",0.948037668967193,0.965364204433442,-0.0173265354662487
58,"AR(1)","rolling_origin","LM-lag1",1.00277949877844,0.965364204433442,0.0374152943449979
58,"AR(1)","blocked","LM-lag1",0.945775475691437,0.965364204433442,-0.0195887287420046
58,"AR(1)","hblock","LM-lag1",0.947736056505196,0.965364204433442,-0.0176281479282452
59,"AR(1)","kfold","LM-lag1",0.95337151008331,0.871640905777622,0.081730604305688
59,"AR(1)","loocv","LM-lag1",0.960014270183903,0.871640905777622,0.0883733644062815
59,"AR(1)","rolling_origin","LM-lag5",0.642094103927118,0.891102723903155,-0.249008619976037
59,"AR(1)","blocked","LM-lag1",0.960348754800583,0.871640905777622,0.0887078490229615
59,"AR(1)","hblock","LM-lag1",0.959622557869064,0.871640905777622,0.0879816520914426
60,"AR(1)","kfold","LM-lag1",0.979362175948025,1.0294902540517,-0.0501280781036717
60,"AR(1)","loocv","LM-lag1",0.986618009377123,1.0294902540517,-0.0428722446745736
60,"AR(1)","rolling_origin","LM-lag1",1.08159366901711,1.0294902540517,0.052103414965418
60,"AR(1)","blocked","LM-lag1",0.984954836716017,1.0294902540517,-0.0445354173356795
60,"AR(1)","hblock","LM-lag1",0.984463073055539,1.0294902540517,-0.0450271809961571
61,"AR(1)","kfold","LM-lag5",1.04631512948738,0.938077858656878,0.108237270830498
61,"AR(1)","loocv","LM-lag1",1.04116432505263,0.922933483570955,0.118230841481679
